audio_filename,transcript,TTS,source
dataset/Synthetic/UWB/uwb-atcc_ACCU-0iyG6P_003860_004124_PI_cosyvoice_l2arctic.wav,german wings three one zero inbound pepik thank you very mu,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0iyG6P_005746_006273_PI_cosyvoice_l2arctic.wav,morning aero flot one two four passing two five zero climbing two eight zero direct,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0iyG6P_006296_006497_PI_cosyvoice_l2arctic.wav,and what about radial direct to,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0iyG6P_006620_006965_AT_cosyvoice_l2arctic.wav,aero flot one two four good evening radar contact i ll call you,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0mbmFT_000084_000528_AT_cosyvoice_l2arctic.wav,austrian one two eight xray contact vienna one three one decimal three five zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0mbmFT_000613_000880_PI_cosyvoice_l2arctic.wav,three one three five zero austrian one two eight xray,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0mbmFT_001278_002032_PIAT_cosyvoice_l2arctic.wav,praha radar qatari six zero five five request go ahead fl three four zero for qatari six zero five five,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0mbmFT_002275_002647_AT_cosyvoice_l2arctic.wav,qatari six zero five five now proceed to norku,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0mbmFT_002688_003099_AT_cosyvoice_l2arctic.wav,and expect climb in five minutes,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0mbmFT_003224_003482_PI_cosyvoice_l2arctic.wav,ok six zero five five direct thank you,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0mbmFT_004486_004939_AT_cosyvoice_l2arctic.wav,air malta nine six nine one contact praha one two seven decimal one two five go,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0mbmFT_005013_005131_PI_cosyvoice_l2arctic.wav,one two seven one two fi,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0mbmFT_005154_005358_PI_cosyvoice_l2arctic.wav,air malta nine six nine five diky bye bye,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0NI4Kx_000000_000520_AT_cosyvoice_l2arctic.wav,scandinavian one six six five contact praha one three five decimal one three five good bye,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0NI4Kx_000586_000869_PI_cosyvoice_l2arctic.wav,three five one three five scandinavian one six six,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0pq4ta_000000_000560_AT_cosyvoice_l2arctic.wav,csa two sierra lima contact praha one three three decimal four one zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0pq4ta_000617_001101_AT_cosyvoice_l2arctic.wav,four one zero csa two sierra lima,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0qflkt_000108_000703_AT_cosyvoice_l2arctic.wav,air berlin eight two eight three contact two three descend flight level two nine zero level by l,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0qflkt_001726_001972_AT_cosyvoice_l2arctic.wav,lufthansa two five three nine hello praha radar con,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0qflkt_002309_002827_PI_cosyvoice_l2arctic.wav,air berlin eight two eight three descend flight level two nine zero level by ledko,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0qflkt_002915_003368_PI_cosyvoice_l2arctic.wav,letko flight level two nine zero air berlin eight two eight three,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0qflkt_003736_004137_AT_cosyvoice_l2arctic.wav,four six three reach level three hundred before passing rapet,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0qflkt_004227_004585_PI_cosyvoice_l2arctic.wav,four six three level three zero zero before rapet,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0quPVg_000209_000631_AT_cosyvoice_l2arctic.wav,ryan air nine one seven three contact praha one three four decimal,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0quPVg_000661_000785_AT_cosyvoice_l2arctic.wav,nine zero good bye,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0quPVg_000851_001264_PI_cosyvoice_l2arctic.wav,one three four five nine zero thank you very much have a nice day ryan air nine one seven three,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0RzlJB_000000_000503_PI_cosyvoice_l2arctic.wav,praha radar lufthansa two five five zero passing level two three three climbing level two eight zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0RzlJB_000612_001058_AT_cosyvoice_l2arctic.wav,lufthansa two five five zero hello radar contact climb to flight level three three zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0RzlJB_001091_001326_PI_cosyvoice_l2arctic.wav,lufthansa two five five zero climb level three three zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0RzlJB_001591_002077_AT_cosyvoice_l2arctic.wav,seven eight nine contact praha one three five one three five,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0RzlJB_002306_002703_PI_cosyvoice_l2arctic.wav,praha one three five one three five seven nine,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0RzlJB_002754_003234_AT_cosyvoice_l2arctic.wav,lufthansa seven seven papa contact rhein one three six four zero five bye bye,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0RzlJB_003456_003965_PI_cosyvoice_l2arctic.wav,lufthansa seven seven papa one three six four zero five thank you bye bye,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0ScD9T_000095_000289_PI_cosyvoice_l2arctic.wav,praha radar good morning asterix four,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0ScD9T_000392_000738_PI_cosyvoice_l2arctic.wav,passing two four six climbing two eight zero inbound kuvix,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0ScD9T_000738_001418_PIAT_cosyvoice_l2arctic.wav,asterix four one five praha hello radar contact climb flight level three four zero flight level three four zero thank you asterix four five,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0ScD9T_001418_001830_AT_cosyvoice_l2arctic.wav,lufthansa two four three five contact praha one three five decimal one three five,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0ScD9T_001913_002267_PI_cosyvoice_l2arctic.wav,lufthansa two four three five one three five one three five bye,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0vGPnl_000343_000760_PI_cosyvoice_l2arctic.wav,lufthansa five five hotel request level three six zero for cruising,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0vGPnl_000825_001009_AT_cosyvoice_l2arctic.wav,expect after passing kilnu,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0vGPnl_001376_001782_AT_cosyvoice_l2arctic.wav,klm one eight four eight contact praha one three three decimal three nine zero good by,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0vGPnl_001851_002095_PI_cosyvoice_l2arctic.wav,three three nine zero good evening klm one eight four eight,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0vGPnl_002126_002455_AT_cosyvoice_l2arctic.wav,lufthansa two five four zero climb flight level three four zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0vGPnl_002548_002717_PI_cosyvoice_l2arctic.wav,lufthansa two five four zer,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0vGPnl_002957_003234_AT_cosyvoice_l2arctic.wav,negative cleared level three four zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0yPJ4f_000063_000644_AT_cosyvoice_l2arctic.wav,air berlin three six zero five descend flight level two nine zero rate one thousand five hundred feet per minute or greater,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0yPJ4f_000679_001067_PI_cosyvoice_l2arctic.wav,descending level two nine zero rate of descend one thousand five hundred or more air berlin three six zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0YuNK8_000000_000590_PI_cosyvoice_l2arctic.wav,radar good level three five zero to odnem,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0YuNK8_000635_001200_AT_cosyvoice_l2arctic.wav,ryan air six quebec uniform praha good morning radar contact descend to flight level two nine zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0YuNK8_001399_001727_PI_cosyvoice_l2arctic.wav,descend flight level two nine zero ryan air six quebec uni,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0YxEl3_000000_000468_AT_cosyvoice_l2arctic.wav,lufthansa two five three zero squak one four six three climb to flight level three four zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0YxEl3_000615_001054_PI_cosyvoice_l2arctic.wav,lufthansa two five three zero squak one four six three and climb level three four zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0YxEl3_001385_001864_AT_cosyvoice_l2arctic.wav,camber zero five four four contact bratislava one three four four seven five,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-0YxEl3_002450_002603_PI_cosyvoice_l2arctic.wav,camber zero five four,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1a4GCF_000000_000411_PI_cosyvoice_l2arctic.wav,praha german wings three one alfa descending level three five zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1a4GCF_000461_000971_AT_cosyvoice_l2arctic.wav,german wings three one alfa praha good evening radar contact descend to flight level three two zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1a4GCF_001078_001508_PI_cosyvoice_l2arctic.wav,three one alfa descend flight level three two zero any chance direct to mike alfa golf,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1a4GCF_002859_003141_AT_cosyvoice_l2arctic.wav,austrian three three one climb to flight level three four zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1a4GCF_003224_003481_PI_cosyvoice_l2arctic.wav,climb flight level three four zero austrian three three one,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1AkHmW_000000_000438_PI_cosyvoice_l2arctic.wav,lufthansa seven five eight request flight level three five zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1AkHmW_000518_000780_AT_cosyvoice_l2arctic.wav,lufthansa seven five eight roger standby,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1AkHmW_001543_001995_PI_cosyvoice_l2arctic.wav,lot four one two six maintaining flight level two nine zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1AkHmW_002091_002546_AT_cosyvoice_l2arctic.wav,lot four one two six contact praha one two seven decimal one two five good bye,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1AkHmW_002593_002876_PI_cosyvoice_l2arctic.wav,one two seven one two five four one two six bye bye,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1AkHmW_003476_003958_AT_cosyvoice_l2arctic.wav,lufthansa seven five eight flight level three five zero is not avaliable due to slower traffic ahead,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1AkHmW_004275_004494_PI_cosyvoice_l2arctic.wav,ven five eight what s the speed of that traffic,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1AkHmW_004748_004918_AT_cosyvoice_l2arctic.wav,it s boeing seven three seven,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1AL1gO_000145_000503_AT_cosyvoice_l2arctic.wav,singapure three two five praha climb to flight level three three zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1AL1gO_000568_000900_PI_cosyvoice_l2arctic.wav,climb flight level three three zero singapore three two five,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1AL1gO_001140_001463_PI_cosyvoice_l2arctic.wav,praha radar wizz air four charlie bravo de,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1AL1gO_001734_002104_AT_cosyvoice_l2arctic.wav,wizz air four charlie bravo praha radar good evening radar contact,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1DTI8r_000509_000783_PI_cosyvoice_l2arctic.wav,fedex one request flight level three six zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1DTI8r_001560_001772_PI_cosyvoice_l2arctic.wav,praha lot three six two ready for,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1DTI8r_002101_002780_AT_cosyvoice_l2arctic.wav,lot three six two descend to flight level two nine zero and contact praha one two seven one two five,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1DTI8r_002866_003311_PI_cosyvoice_l2arctic.wav,descending two nine zero and contact praga praha one two seven one two five lot,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1DTI8r_003557_004086_AT_cosyvoice_l2arctic.wav,speed bird eight five for climb clearance contact praha one three three decimal three nine zero good bye,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1DTI8r_004228_004332_PI_cosyvoice_l2arctic.wav,three nine zero speed bird eig,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1DTI8r_005380_006168_AT_cosyvoice_l2arctic.wav,jade cargo seven four four three now climb to flight level three four zero and contact praha one three three decimal three nine zero good bye,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1DTI8r_006252_006411_PI_cosyvoice_l2arctic.wav,three three nine zero flight level three,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1DTI8r_006433_006513_PI_cosyvoice_l2arctic.wav,four zero bye bye,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1DTI8r_006697_007288_AT_cosyvoice_l2arctic.wav,lufthansa four alfa hotel descend to flight level two nine zero and contact praha one three f,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1DTI8r_007288_007502_AT_cosyvoice_l2arctic.wav,ive decimal one three five,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1DTI8r_007718_008006_PI_cosyvoice_l2arctic.wav,four alfa hotel level two nine zero one three five one three five,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1DTI8r_008042_008587_AT_cosyvoice_l2arctic.wav,turkish one five two three contact rhein one three six decimal four zero five,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1DTI8r_008721_009057_PI_cosyvoice_l2arctic.wav,one three six decimal four zero five turkish one five,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1fA76t_000154_000605_AT_cosyvoice_l2arctic.wav,speed bird one zero nine contact bratislava one three four decimal four seven five,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1fA76t_000682_001013_PI_cosyvoice_l2arctic.wav,three four four seven five bratislava speed bird one zero nine,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1fA76t_001182_001492_PI_cosyvoice_l2arctic.wav,thomson one zero alfa good evening flight level three six,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1fA76t_001677_002079_AT_cosyvoice_l2arctic.wav,thomson one zero alfa praha radar good evening radar contact,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1fA76t_002145_002488_AT_cosyvoice_l2arctic.wav,after ditis direct varik then kemad,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1fA76t_002551_002945_PI_cosyvoice_l2arctic.wav,ditis direct kemad thomson,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1fA76t_003800_004142_PI_cosyvoice_l2arctic.wav,thomson one zero alfa,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1fA76t_004174_004284_PI_cosyvoice_l2arctic.wav,el three eight zero plea,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1fA76t_004531_004816_AT_cosyvoice_l2arctic.wav,we have no traffic at level three eight zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1fjSS5_000180_000642_AT_cosyvoice_l2arctic.wav,austrian three seven seven alfa contact praha one three three decimal three nine zero goo,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1fjSS5_000773_001046_PI_cosyvoice_l2arctic.wav,one three three three nine zero three seven seven alfa,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1fjSS5_001141_001667_AT_cosyvoice_l2arctic.wav,csa seven two six contact vienna one three four decimal four four zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1fjSS5_001768_002045_PI_cosyvoice_l2arctic.wav,one three four four four zero csa seven two si,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1Gng93_000153_000532_PI_cosyvoice_l2arctic.wav,praha lufthansa seven seven papa two six zero climb flight level two eight zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1Gng93_000569_001190_AT_cosyvoice_l2arctic.wav,lufthansa seven seven papa praha radar contact climb to flight level three four zero and confirm requested cruising level,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1Gng93_001389_001843_PI_cosyvoice_l2arctic.wav,lufthansa seven seven papa climb flight level three four zero request flight level standby,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1Int8d_000154_000716_AT_cosyvoice_l2arctic.wav,lufthansa three charlie november contact bratislava one two five decimal nine six five good bye,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1Int8d_000799_000944_PI_cosyvoice_l2arctic.wav,sa three charlie november one two,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1Int8d_001152_001614_AT_cosyvoice_l2arctic.wav,emirates one three nine contact praha one two seven decimal one two five good bye,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1Int8d_001655_001897_PI_cosyvoice_l2arctic.wav,one two seven one two five emirates one three nine,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1jYaPM_000089_000529_AT_cosyvoice_l2arctic.wav,lot three four three contact praha one three three decimal four one zero,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1jYaPM_000719_001032_PI_cosyvoice_l2arctic.wav,one three three four one zero lot three four three,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1jYaPM_002228_002525_AT_cosyvoice_l2arctic.wav,austrian three two six golf praha hello radar contact,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1kgs6P_000098_000317_PI_cosyvoice_l2arctic.wav,good day majestic one,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1kgs6P_000832_001065_AT_cosyvoice_l2arctic.wav,majestic one three two hello radar contact,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1kgs6P_001188_001711_PI_cosyvoice_l2arctic.wav,hello easy three eight one uniform descending flight level three five zero direct to sopav,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1kgs6P_001764_002359_AT_cosyvoice_l2arctic.wav,easy three eight one uniform hello radar contact descend flight level two nine zero rate two thousand feet per minute or greater,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1kgs6P_002393_002759_PI_cosyvoice_l2arctic.wav,flight level two nine zero two thousand or greater three eight one uniform,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1kgs6P_003021_003140_PI_cosyvoice_l2arctic.wav,two to chance any short cut,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1kgs6P_003251_003564_AT_cosyvoice_l2arctic.wav,majestic one three two standby continue via flight plan route,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1kgs6P_004371_004612_AT_cosyvoice_l2arctic.wav,csa seven three three praha do you read,cosyvoice_tts,l2arctic
dataset/Synthetic/UWB/uwb-atcc_ACCU-1LvfOi_000195_000557_AT_cosyvoice_l2arctic.wav,lufthansa six tango uniform climb to flight level three one zero,cosyvoice_tts,l2arctic
